0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69
0.040533606977937404,0.04002052334530529,0.03181118522319138,0.024114930733709596,0.024114930733709596,0.04104669061056952,0.011800923550538737,0.029758850692662903,0.022062596203181118,0.03129810159055926,0.019497178040020522,0.017957927142124165,0.017957927142124165,0.03386351975371986,0.025141097998973832,0.025654181631605953,0.014366341713699333,0.018471010774756286,0.01590559261159569,0.025654181631605953,0.018984094407388404,0.022062596203181118,0.03129810159055926,0.028732683427398667,0.01590559261159569,0.012827090815802977,0.018471010774756286,0.004617752693689072,0.012827090815802977,0.0107747562852745,0.014879425346331451,0.014366341713699333,0.021549512570549,0.012314007183170857,0.01590559261159569,0.028732683427398667,0.009748589020010261,0.0035915854284248334,0.020010261672652643,0.0035915854284248334,0.00513083632632119,0.008209338122113904,0.011287839917906618,0.017957927142124165,0.012827090815802977,0.009235505387378143,0.014879425346331451,0.005643919958953309,0.004104669061056952,0.0030785017957927143,0.006670087224217547,0.009235505387378143,0.0030785017957927143,0.012314007183170857,0.0,0.011287839917906618,0.004617752693689072,0.01026167265264238,0.008722421754746024,0.004617752693689072,0.004617752693689072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.02616726526423807,0.03642893791688045,0.03950743971267317,0.03591585428424833,0.01590559261159569,0.025141097998973832,0.01539250897896357,0.06003078501795793,0.023088763468445357,0.055413032324268856,0.018471010774756286,0.029758850692662903,0.012827090815802977,0.02616726526423807,0.03591585428424833,0.007183170856849667,0.04104669061056952,0.018471010774756286,0.017444843509492047,0.017444843509492047,0.044125192406362236,0.004104669061056952,0.004104669061056952,0.013340174448435094,0.019497178040020522,0.00513083632632119,0.011287839917906618,0.004104669061056952,0.0061570035915854285,0.04104669061056952,0.01026167265264238,0.014879425346331451,0.02103642893791688,0.018984094407388404,0.004104669061056952,0.011287839917906618,0.0107747562852745,0.011287839917906618,0.011287839917906618,0.0030785017957927143,0.011800923550538737,0.01026167265264238,0.01026167265264238,0.034889687018984095,0.011800923550538737,0.00513083632632119,0.00513083632632119,0.0107747562852745,0.007183170856849667,0.0030785017957927143,0.004104669061056952,0.008209338122113904,0.008209338122113904,0.0035915854284248334,0.001026167265264238,0.013340174448435094,0.002565418163160595,0.009235505387378143,0.0015392508978963571,0.004617752693689072,0.004617752693689072,0.000513083632632119,0.0,0.0,0.0,0.000513083632632119,0.0,0.0,0.0,0.0
0.00887812752219532,0.016142050040355124,0.01775625504439064,0.05811138014527845,0.020984665052461663,0.004035512510088781,0.0903954802259887,0.041969330104923326,0.01533494753833737,0.007263922518159807,0.011299435028248588,0.0016142050040355124,0.0008071025020177562,0.037933817594834544,0.041969330104923326,0.004035512510088781,0.03712671509281679,0.029055690072639227,0.013720742534301856,0.010492332526230832,0.011299435028248588,0.002421307506053269,0.007263922518159807,0.008071025020177562,0.014527845036319613,0.022598870056497175,0.004035512510088781,0.02744148506860371,0.02986279257465698,0.002421307506053269,0.0258272800645682,0.00887812752219532,0.002421307506053269,0.03470540758676352,0.005649717514124294,0.007263922518159807,0.00645682001614205,0.0387409200968523,0.004842615012106538,0.007263922518159807,0.003228410008071025,0.004842615012106538,0.002421307506053269,0.004035512510088781,0.04439063761097659,0.004842615012106538,0.02744148506860371,0.0387409200968523,0.004035512510088781,0.03712671509281679,0.007263922518159807,0.005649717514124294,0.004035512510088781,0.003228410008071025,0.003228410008071025,0.0008071025020177562,0.0008071025020177562,0.023405972558514933,0.008071025020177562,0.022598870056497175,0.00887812752219532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.08702531645569621,0.052742616033755275,0.039029535864978905,0.03691983122362869,0.06118143459915612,0.03164556962025317,0.0189873417721519,0.007911392405063292,0.013713080168776372,0.004219409282700422,0.011603375527426161,0.03059071729957806,0.012658227848101266,0.020569620253164556,0.03322784810126582,0.013185654008438819,0.006329113924050633,0.016877637130801686,0.030063291139240507,0.005274261603375527,0.018459915611814346,0.03481012658227848,0.07067510548523206,0.012130801687763712,0.014240506329113924,0.019514767932489453,0.03639240506329114,0.019514767932489453,0.006329113924050633,0.004746835443037975,0.023206751054852322,0.016877637130801686,0.004746835443037975,0.017932489451476793,0.0015822784810126582,0.024261603375527425,0.0058016877637130804,0.008438818565400843,0.012130801687763712,0.007911392405063292,0.007383966244725738,0.0026371308016877636,0.006329113924050633,0.0010548523206751054,0.007383966244725738,0.002109704641350211,0.004746835443037975,0.0026371308016877636,0.004746835443037975,0.006856540084388186,0.005274261603375527,0.002109704641350211,0.011603375527426161,0.014767932489451477,0.012658227848101266,0.0,0.007911392405063292,0.0005274261603375527,0.0005274261603375527,0.004219409282700422,0.0010548523206751054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.03003284842796809,0.0323791647114031,0.0328484279680901,0.02111684655091506,0.015485687470671047,0.03707179727827311,0.007508212106992022,0.039418113561708115,0.02111684655091506,0.05349601126231816,0.020647583294228063,0.02346316283435007,0.010793054903801032,0.020647583294228063,0.02346316283435007,0.01923979352416706,0.024401689347724072,0.01642421398404505,0.018770530267480056,0.048803378695448145,0.023932426091037073,0.019709056780854058,0.0028155795401220087,0.03050211168465509,0.02627874237447208,0.004223369310183012,0.006100422336931018,0.004692632566870014,0.004692632566870014,0.01689347724073205,0.010793054903801032,0.009385265133740028,0.05349601126231816,0.012670107930549039,0.005631159080244017,0.011262318160488035,0.011262318160488035,0.002346316283435007,0.020647583294228063,0.005631159080244017,0.007508212106992022,0.01360863444392304,0.012200844673862036,0.015954950727358048,0.003754106053496011,0.04035664007508212,0.0070389488503050214,0.0018770530267480056,0.012200844673862036,0.004223369310183012,0.002346316283435007,0.01642421398404505,0.004223369310183012,0.004223369310183012,0.0018770530267480056,0.01642421398404505,0.0070389488503050214,0.0028155795401220087,0.017362740497419052,0.0014077897700610043,0.00328484279680901,0.003754106053496011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.06056236481614996,0.033886085075702954,0.03172314347512617,0.032444124008651765,0.05335255948089401,0.014419610670511895,0.023792357606344627,0.004325883201153569,0.009372746935832732,0.011535688536409516,0.023071377072819033,0.007930785868781542,0.020187454938716654,0.011535688536409516,0.032444124008651765,0.021629416005767843,0.0021629416005767843,0.023792357606344627,0.010093727469358327,0.012256669069935111,0.010093727469358327,0.023071377072819033,0.04037490987743331,0.014419610670511895,0.012256669069935111,0.03028118240807498,0.050468637346791634,0.032444124008651765,0.047584715212689255,0.003604902667627974,0.08074981975486661,0.01946647440519106,0.0,0.03821196827685652,0.012977649603460706,0.024513338139870222,0.005767844268204758,0.01514059120403749,0.005767844268204758,0.009372746935832732,0.004325883201153569,0.005046863734679163,0.007209805335255948,0.0007209805335255948,0.004325883201153569,0.0007209805335255948,0.007930785868781542,0.0007209805335255948,0.003604902667627974,0.010093727469358327,0.008651766402307137,0.0014419610670511895,0.005046863734679163,0.007209805335255948,0.002883922134102379,0.0,0.005767844268204758,0.0,0.0014419610670511895,0.003604902667627974,0.0007209805335255948,0.0014419610670511895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.06285714285714286,0.04727272727272727,0.04415584415584416,0.025974025974025976,0.03168831168831169,0.0212987012987013,0.016103896103896103,0.01818181818181818,0.035844155844155845,0.019740259740259742,0.03012987012987013,0.03168831168831169,0.02181818181818182,0.014545454545454545,0.039480519480519484,0.01818181818181818,0.019740259740259742,0.013506493506493506,0.022857142857142857,0.017662337662337664,0.015584415584415584,0.023376623376623377,0.009870129870129871,0.01090909090909091,0.03012987012987013,0.004155844155844156,0.014025974025974027,0.012987012987012988,0.009870129870129871,0.02181818181818182,0.017142857142857144,0.016103896103896103,0.008311688311688312,0.02077922077922078,0.009870129870129871,0.015064935064935066,0.0212987012987013,0.01090909090909091,0.011428571428571429,0.008311688311688312,0.012987012987012988,0.006753246753246753,0.02181818181818182,0.002077922077922078,0.007272727272727273,0.011948051948051949,0.004155844155844156,0.00935064935064935,0.00935064935064935,0.004675324675324675,0.005714285714285714,0.017142857142857144,0.006753246753246753,0.00935064935064935,0.004675324675324675,0.0005194805194805195,0.006233766233766234,0.007272727272727273,0.002077922077922078,0.005194805194805195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.032723239046034386,0.03771491957848031,0.027176927343316695,0.033277870216306155,0.03882418191902385,0.00776483638380477,0.013311148086522463,0.004991680532445923,0.051026067665002776,0.004991680532445923,0.06100942872989462,0.011647254575707155,0.057681641708264,0.013865779256794232,0.004991680532445923,0.04326123128119801,0.003882418191902385,0.033277870216306155,0.022185246810870772,0.008319467554076539,0.00887409872434831,0.016638935108153077,0.010537992235163616,0.00776483638380477,0.019412090959511925,0.01608430393788131,0.03438713255684969,0.02107598447032723,0.027731558513588463,0.008319467554076539,0.004437049362174155,0.017193566278424846,0.0027731558513588465,0.004991680532445923,0.048252911813643926,0.0033277870216306157,0.048807542983915694,0.007210205213533,0.0027731558513588465,0.019966722129783693,0.009428729894620078,0.014975041597337771,0.010537992235163616,0.0016638935108153079,0.008319467554076539,0.003882418191902385,0.013311148086522463,0.004437049362174155,0.014420410427066,0.004437049362174155,0.009983361064891847,0.013311148086522463,0.00776483638380477,0.0066555740432612314,0.013865779256794232,0.0,0.009983361064891847,0.0005546311702717693,0.0005546311702717693,0.0033277870216306157,0.0027731558513588465,0.0033277870216306157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.014900662251655629,0.014900662251655629,0.01076158940397351,0.0695364238410596,0.03559602649006623,0.022350993377483443,0.048841059602649006,0.02152317880794702,0.0074503311258278145,0.009105960264900662,0.009933774834437087,0.013245033112582781,0.011589403973509934,0.03228476821192053,0.03228476821192053,0.012417218543046357,0.012417218543046357,0.0380794701986755,0.018211920529801324,0.005794701986754967,0.03394039735099338,0.026490066225165563,0.01076158940397351,0.011589403973509934,0.0016556291390728477,0.04966887417218543,0.041390728476821195,0.03145695364238411,0.016556291390728478,0.0074503311258278145,0.01903973509933775,0.0033112582781456954,0.0,0.016556291390728478,0.005794701986754967,0.011589403973509934,0.0016556291390728477,0.01076158940397351,0.0024834437086092716,0.03145695364238411,0.01076158940397351,0.0074503311258278145,0.0033112582781456954,0.015728476821192054,0.052152317880794705,0.0,0.030629139072847682,0.012417218543046357,0.0016556291390728477,0.026490066225165563,0.011589403973509934,0.0008278145695364238,0.0008278145695364238,0.0016556291390728477,0.0041390728476821195,0.0041390728476821195,0.0016556291390728477,0.0074503311258278145,0.0016556291390728477,0.018211920529801324,0.0041390728476821195,0.008278145695364239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.02445302445302445,0.01866151866151866,0.0444015444015444,0.023166023166023165,0.016087516087516088,0.036036036036036036,0.04633204633204633,0.005791505791505791,0.011583011583011582,0.012226512226512226,0.02702702702702703,0.011583011583011582,0.009652509652509652,0.019305019305019305,0.01866151866151866,0.026383526383526385,0.007078507078507079,0.01866151866151866,0.021879021879021878,0.0444015444015444,0.021879021879021878,0.028314028314028315,0.008365508365508366,0.0546975546975547,0.017374517374517374,0.02702702702702703,0.03153153153153153,0.016087516087516088,0.017374517374517374,0.005148005148005148,0.013513513513513514,0.0045045045045045045,0.02252252252252252,0.01866151866151866,0.005791505791505791,0.009009009009009009,0.005791505791505791,0.015444015444015444,0.01673101673101673,0.005148005148005148,0.0045045045045045045,0.009652509652509652,0.009009009009009009,0.0045045045045045045,0.017374517374517374,0.02059202059202059,0.01287001287001287,0.009652509652509652,0.011583011583011582,0.007722007722007722,0.017374517374517374,0.0032175032175032173,0.010939510939510939,0.009009009009009009,0.01287001287001287,0.0006435006435006435,0.010939510939510939,0.001287001287001287,0.03346203346203346,0.003861003861003861,0.0006435006435006435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
